"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2024-11-29","10:30:00",6025.32,"1 Nov 29 6010 P BTO 1.55",-165,6034.07,"2024-11-29","11:42:00",-20,"Stop Loss",-147.56,1,851103.72,710,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",1.78,0.78,0,0,13.58,13.67,5.24,21.34,0,-87.88
"2024-11-29","09:45:00",6014.44,"1 Nov 29 5970 P BTO 0.40",-40,6032.38,"2024-11-29","13:00:00",0,"Expired",-40,1,850279.64,40,"Blackswan hedge",0,0,0,0,13.85,13.55,5.24,10.46,0,-100
"2024-11-29","09:40:00",6014.95,"1 Nov 29 6015 C BTO 6.90 | 1 Nov 29 6055 C STO 0.15",-685,6032.38,"2024-11-29","13:00:00",-1738,"Expired",1049.74,1,850962.38,1465,"McRib Deluxe - 1 Con",3.26,0,0.02,0.002,13.9,13.55,5.24,10.97,320.44,-19.71
"2024-11-29","09:40:00",6014.95,"1 Nov 29 6015 P BTO 7.90 | 1 Nov 29 5935 P STO 0.10",-790,6039.02,"2024-11-29","11:53:00",-5,"Underlying Price Move Up",-791.52,1,850312.2,1465,"McRib Deluxe - 1 Con",3.26,3.26,0.01,0.25,13.9,13.63,5.24,10.97,6.33,-98.1
"2024-11-29","09:32:00",6008.22,"1 Nov 29 6005 P BTO 6.80 | 1 Nov 29 6005 C BTO 9.85",-1675,6032.38,"2024-11-29","13:00:00",-2738,"Expired",1060.5,1,852022.88,1675,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,14.03,13.55,5.24,4.24,134.63,-5.97
"2024-11-27","15:40:00",5995.84,"1 Nov 29 5995 P STO 10.25 | 1 Nov 29 6035 C STO 1.35 | 1 Dec 2 5995 P BTO 16.75 | 1 Dec 4 6035 C BTO 10.55",-1590,6026.29,"2024-11-29","10:22:00",-1910,"Profit Target",310,1,851251.28,1590,"R5. Jeevan Double Calender 20%  - Wed only - 1 con",5,5,0.42,0.117,14.26,13.59,-7.52,-18.27,21.38,-6.29
"2024-11-27","10:38:00",5997.44,"1 Dec 2 5990 P STO 16.15 | 1 Dec 2 5980 P BTO 12.85",325,6047.15,"2024-12-02","16:00:00",0,"Expired",321.44,1,851894.32,675,"New JonE 42 Delta",3.56,0,1.26,1,14.43,13.42,-7.52,-16.67,100,-33.85
"2024-11-27","09:47:00",6019.32,"1 Nov 27 6000 P STO 3.65 | 1 Nov 27 5975 P BTO 1.05",245,5998.74,"2024-11-27","16:00:00",126,"Expired",116.5,1,850486.28,2255,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,3.48,34,14.01,14.11,-7.52,5.21,48.57,-440.82
"2024-11-27","09:45:00",6016.98,"1 Nov 27 5950 P BTO 0.40",-40,5998.74,"2024-11-27","16:00:00",0,"Expired",-40,1,850446.28,40,"Blackswan hedge",0,0,0,0,14.01,14.11,-7.52,2.87,62.5,-100
"2024-11-27","09:35:00",6017.04,"1 Nov 27 5995 P STO 3.55 | 1 Nov 27 6035 C STO 3.05 | 1 Nov 27 5970 P BTO 1.10 | 1 Nov 27 6060 C BTO 0.30",500,5998.74,"2024-11-27","16:00:00",0,"Expired",495,1,850941.28,2000,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,4.71,1,14.04,14.11,-7.52,2.93,100,-114
"2024-11-26","11:31:00",6008.23,"1 Nov 26 6010 C BTO 6.15 | 1 Nov 26 6090 C BTO 0.05 | 2 Nov 26 6050 C STO 0.15",-595,6021.63,"2024-11-26","16:00:00",-1163,"Expired",563,1,850189.04,595,"R2. Jiji ORB Call Butterfly",5,0,0.05,0.009,13.99,14.11,12.66,8.2,127.73,-68.91
"2024-11-26","10:30:00",5999.14,"1 Nov 26 5985 P BTO 3.85 | 1 Nov 26 6000 C BTO 8.70 | 1 Nov 26 6030 C STO 0.55",-1210,6021.63,"2024-11-26","16:00:00",-2163,"Expired",949.64,1,849626.04,1210,"Ric Intraday swan net",3.36,0,0.04,0.002,14.14,14.11,12.66,-0.89,94.21,-36.36
"2024-11-26","10:30:00",5999.14,"1 Nov 26 6000 C BTO 8.70 | 1 Nov 26 6030 C STO 0.55",-825,6023.44,"2024-11-26","15:56:00",-2345,"Exited at Specified Time",1514.88,1,847866.66,1210,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",3.56,1.56,0.06,0.004,14.14,14.08,12.66,-0.89,184.24,-24.24
"2024-11-26","10:30:00",5999.14,"1 Nov 26 5985 P BTO 3.85",-395,6011.89,"2024-11-26","13:05:00",-55,"Stop Loss",-342.56,1,847208.3,1210,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",1.78,0.78,0,0,14.14,13.9,12.66,-0.89,29.11,-86.08
"2024-11-26","09:45:00",5999.75,"1 Nov 26 5915 P BTO 0.35",-35,6021.63,"2024-11-26","16:00:00",0,"Expired",-35,1,847831.66,35,"Blackswan hedge",0,0,0,0,14.36,14.11,12.66,-0.28,0,-100
"2024-11-26","09:40:00",6000.31,"1 Nov 26 6005 C BTO 8.35 | 1 Nov 26 6045 C STO 0.30",-815,6021.63,"2024-11-26","16:00:00",-1663,"Expired",844.74,1,848676.4,1645,"McRib Deluxe - 1 Con",3.26,0,0.04,0.003,14.32,14.11,12.66,0.28,131.9,-52.15
"2024-11-26","09:40:00",6000.31,"1 Nov 26 5995 P BTO 8.65 | 1 Nov 26 5915 P STO 0.35",-840,6018.64,"2024-11-26","15:45:00",10,"Exited at Specified Time",-856.52,1,846351.78,1645,"McRib Deluxe - 1 Con",3.26,3.26,0.04,1,14.32,14.12,12.66,0.28,17.26,-100
"2024-11-26","09:32:00",6004.05,"1 Nov 26 6000 P BTO 9.50 | 1 Nov 26 6000 C BTO 13.50",-2310,6021.63,"2024-11-26","16:00:00",-2163,"Expired",-149.5,1,850375.98,2310,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,14.37,14.11,12.66,4.02,2.6,-58.44
"2024-11-25","15:05:00",5980.4,"1 Nov 27 5950 P STO 7.70 | 1 Nov 27 6015 C STO 6.45 | 1 Nov 29 5950 P BTO 10.95 | 1 Nov 29 6015 C BTO 10.65",-748,6001.09,"2024-11-27","14:45:00",-747,"Exited at Specified Time",-6.2,1,850369.78,748,"Gabo - DC SPX 2/4 Monday - No VIX",2.6,2.6,0.66,0.068,14.91,14.4,22.94,-11.88,16.98,-16.44
"2024-11-25","09:45:00",6017.77,"1 Nov 25 5945 P BTO 0.40",-40,5987.37,"2024-11-25","16:00:00",0,"Expired",-40,1,849550.36,40,"Blackswan hedge",0,0,0,0,14.57,14.78,22.94,25.49,575,-100
"2024-11-25","09:32:00",6002.4,"1 Nov 25 5990 P BTO 5.40 | 1 Nov 25 5990 C BTO 18.50",-2400,5987.37,"2024-11-25","16:00:00",-263,"Expired",-2139.5,1,847410.86,2400,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,14.83,14.78,22.94,10.12,43.33,-89.04
"2024-11-22","11:15:00",5959.54,"2 Nov 22 5985 C STO 1.75 | 1 Nov 22 5955 C BTO 12.90 | 1 Nov 22 6015 C BTO 0.20",-970,5969.34,"2024-11-22","16:00:00",-1434,"Expired",459,1,850888.12,970,"R9. MAD ORB Replacement Bfly",5,0,0.27,0.007,16.18,15.44,-4.35,15.18,74.23,-59.28
"2024-11-22","10:32:00",5955.87,"1 Nov 22 5955 C BTO 13.10 | 1 Nov 22 5985 C STO 2.45",-1075,5969.93,"2024-11-22","15:56:00",-1460,"Exited at Specified Time",379.88,1,850429.12,1665,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",3.56,1.56,0.19,0.003,16.28,15.36,-4.35,11.51,66.05,-62.79
"2024-11-22","10:32:00",5955.87,"1 Nov 22 5940 P BTO 5.90",-600,5972.48,"2024-11-22","13:13:00",-90,"Stop Loss",-512.56,1,851085.76,1665,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",1.78,0.78,0,0,16.28,15.92,-4.35,11.51,25.83,-85
"2024-11-22","09:45:00",5967.32,"1 Nov 22 5865 P BTO 0.40",-40,5969.34,"2024-11-22","16:00:00",0,"Expired",-40,1,850288.86,40,"Blackswan hedge",0,0,0,0,16.18,15.44,-4.35,22.96,62.5,-100
"2024-11-22","09:40:00",5959.36,"1 Nov 22 5965 C BTO 10.80 | 1 Nov 22 6005 C STO 1.00",-990,5969.34,"2024-11-22","16:00:00",-434,"Expired",-559.26,1,850328.86,2090,"McRib Deluxe - 1 Con",3.26,0,0.09,0.014,16.27,15.44,-4.35,15,57.07,-92.93
"2024-11-22","09:40:00",5959.36,"1 Nov 22 5955 P BTO 11.70 | 1 Nov 22 5875 P STO 0.70",-1110,5960.4,"2024-11-22","15:45:00",-80,"Exited at Specified Time",-1036.52,1,850049.24,2090,"McRib Deluxe - 1 Con",3.26,3.26,0.06,0.053,16.27,15.55,-4.35,15,51.35,-94.59
"2024-11-22","09:32:00",5948.14,"1 Nov 22 5945 P BTO 14.00 | 1 Nov 22 5945 C BTO 17.20",-3130,5969.34,"2024-11-22","16:00:00",-2434,"Expired",-698.5,1,849590.36,3130,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,16.55,15.44,-4.35,3.78,19.97,-59.11
"2024-11-21","10:15:00",5918.58,"1 Nov 26 5905 P STO 29.00 | 1 Nov 26 5895 P BTO 25.55",340,6021.63,"2024-11-26","16:00:00",0,"Expired",336.44,1,850525.48,660,"New JonE 42 Delta",3.56,0,1.14,1,16.77,14.11,23.47,-22,100,-38.24
"2024-11-21","09:45:00",5911.41,"1 Nov 21 5800 P BTO 0.35",-35,5948.71,"2024-11-21","16:00:00",0,"Expired",-35,1,851598.32,35,"Blackswan hedge",0,0,0,0,16.77,16.83,23.47,-29.17,128.57,-100
"2024-11-21","09:32:00",5946.42,"1 Nov 21 5940 P BTO 12.25 | 1 Nov 21 5940 C BTO 18.65",-3100,5948.71,"2024-11-21","16:00:00",-871,"Expired",-2231.5,1,851633.32,3100,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,15.76,16.83,23.47,5.84,77.9,-71.9
"2024-11-20","15:40:00",5912.26,"1 Nov 21 5915 P STO 29.30 | 1 Nov 21 5995 C STO 3.30 | 1 Nov 25 5915 P BTO 38.50 | 1 Nov 27 5995 C BTO 13.85",-1995,5946.42,"2024-11-21","09:32:00",-2675,"Profit Target",670,1,853864.82,1995,"R5. Jeevan Double Calender 20%  - Wed only - 1 con",5,5,0.62,0.187,17.38,15.76,-2.64,-2.08,35.09,-2.51
"2024-11-20","09:45:00",5896.49,"1 Nov 20 5795 P BTO 0.40",-40,5917.11,"2024-11-20","16:00:00",0,"Expired",-40,1,852392.32,40,"Blackswan hedge",0,0,0,0,17.05,17.27,-2.64,-17.85,200,-100
"2024-11-20","09:35:00",5912.84,"1 Nov 20 5880 P STO 3.90 | 1 Nov 20 5935 C STO 3.35 | 1 Nov 20 5855 P BTO 1.60 | 1 Nov 20 5960 C BTO 0.40",505,5917.11,"2024-11-20","16:00:00",0,"Expired",500,1,852892.32,1995,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,3.62,1,16.62,17.27,-2.64,-1.5,100,-185.15
"2024-11-20","09:32:00",5916.33,"1 Nov 20 5895 P STO 5.40 | 1 Nov 20 5870 P BTO 2.20",305,5917.11,"2024-11-20","16:00:00",0,"Expired",302.5,1,853194.82,2195,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,2.45,1,16.48,17.27,-2.64,1.99,100,-486.89
"2024-11-19","10:45:00",5888.55,"1 Nov 19 5890 C BTO 9.90 | 1 Nov 19 5970 C BTO 0.05 | 2 Nov 19 5930 C STO 0.55",-890,5916.98,"2024-11-19","16:00:00",-2698,"Expired",1803,1,852158.42,890,"R2. Jiji ORB Call Butterfly",5,0,0.11,0.004,16.13,16.35,-23.57,18.5,224.72,-10.67
"2024-11-19","10:26:00",5870.25,"1 Nov 19 5850 P STO 5.35 | 1 Nov 19 5825 P BTO 1.80",340,5916.98,"2024-11-19","16:00:00",0,"Expired",337.5,1,852495.92,2160,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,2.97,1,16.75,16.35,-23.57,0.2,100,-8.82
"2024-11-19","09:45:00",5870.93,"1 Nov 19 5770 P BTO 0.35",-35,5916.98,"2024-11-19","16:00:00",0,"Expired",-35,1,852460.92,35,"Blackswan hedge",0,0,0,0,16.52,16.35,-23.57,0.88,100,-100
"2024-11-19","09:35:00",5864.77,"1 Nov 19 5830 P STO 4.90 | 1 Nov 19 5895 C STO 3.30 | 1 Nov 19 5805 P BTO 1.95 | 1 Nov 19 5920 C BTO 0.60",545,5916.98,"2024-11-19","16:00:00",2198,"Expired",-1658,1,850802.92,1955,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,3.22,211.5,16.78,16.35,-23.57,-5.28,33.94,-303.3
"2024-11-18","15:05:00",5895.74,"1 Nov 20 5860 P STO 7.50 | 1 Nov 20 5930 C STO 6.45 | 1 Nov 22 5860 P BTO 21.50 | 1 Nov 22 5930 C BTO 22.35",-2993,5889.35,"2024-11-20","14:45:00",-3737,"Exited at Specified Time",738.8,1,852432.32,2993,"Gabo - DC SPX 2/4 Monday - No VIX",2.6,2.6,0.32,0.008,15.39,17.78,3.55,21.57,33.14,-10.29
"2024-11-18","10:10:00",5879.16,"1 Nov 20 5860 P STO 15.50 | 1 Nov 20 5950 C STO 2.35 | 1 Nov 22 5860 P BTO 30.10 | 1 Nov 22 5950 C BTO 12.60",-2500,5881.74,"2024-11-20","14:35:00",-3405,"Below Short/Long Ratio",890.6,1,851693.52,2500,"R7. Gabo - DC SPX Lunes 2/4 VIX 9D",7.2,7.2,0.42,0.014,16.01,18.17,3.55,4.99,39.8,-7.6
"2024-11-18","09:45:00",5873.98,"1 Nov 18 5790 P BTO 0.40",-40,5893.62,"2024-11-18","16:00:00",0,"Expired",-40,1,849582.92,40,"Blackswan hedge",0,0,0,0,16.32,15.5,3.55,-0.19,25,-100
"2024-11-18","09:35:00",5868.09,"1 Nov 18 5840 P STO 4.05 | 1 Nov 18 5895 C STO 3.25 | 1 Nov 18 5815 P BTO 1.55 | 1 Nov 18 5920 C BTO 0.70",485,5893.62,"2024-11-18","16:00:00",0,"Expired",480,1,850062.92,2015,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,3.24,1,16.65,15.5,3.55,-6.08,100,-177.32
"2024-11-18","09:32:00",5869.27,"1 Nov 18 5845 P STO 5.00 | 1 Nov 18 5820 P BTO 1.90",295,5893.62,"2024-11-18","16:00:00",0,"Expired",292.5,1,850355.42,2205,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,2.63,1,16.68,15.5,3.55,-4.9,100,-10.17
"2024-11-15","11:17:00",5882.67,"1 Nov 15 5865 P STO 3.65 | 1 Nov 15 5840 P BTO 0.95",255,5870.62,"2024-11-15","16:00:00",0,"Expired",252.5,1,850719.48,2245,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,3.84,1,15.68,16.15,-36.38,-30.12,100,-331.37
"2024-11-15","09:45:00",5905.65,"1 Nov 15 5830 P BTO 0.40",-40,5870.62,"2024-11-15","16:00:00",0,"Expired",-40,1,850679.48,40,"Blackswan hedge",0,0,0,0,14.74,16.15,-36.38,-7.14,225,-100
"2024-11-15","09:35:00",5905.36,"1 Nov 15 5880 P STO 4.30 | 1 Nov 15 5935 C STO 3.25 | 1 Nov 15 5855 P BTO 1.30 | 1 Nov 15 5960 C BTO 0.70",535,5870.62,"2024-11-15","16:00:00",938,"Expired",-408,1,850271.48,1965,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,3.78,110,14.8,16.15,-36.38,-7.43,14.95,-270.09
"2024-11-15","09:32:00",5912.9,"2 Dec 31 5695 P STO 36.20 | 1 Dec 31 5745 P BTO 43.35 | 1 Dec 31 5595 P BTO 25.85",295,6006.65,"2024-11-26","11:02:00",145,"Profit Target",140,1,847550.86,4705,"BWB Gap Down - Max 3 Open",5,5,1.05,1.036,14.64,14.08,-36.38,0.11,59.32,-83.05
"2024-11-14","10:38:00",5982.82,"1 Nov 14 5970 P BTO 4.80 | 1 Nov 14 5985 C BTO 8.25 | 1 Nov 14 6015 C STO 0.95",-1220,5949.17,"2024-11-14","16:00:00",-2083,"Expired",859.64,1,859358.9,1220,"Ric Intraday swan net",3.36,0,0.07,0.002,13.85,14.06,4.3,-6.86,116.8,-57.38
"2024-11-14","10:38:00",5982.82,"1 Nov 14 5970 P BTO 4.80",-490,5949.54,"2024-11-14","15:35:00",-2040,"Exited at Specified Time",1547.44,1,854260.28,1220,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",1.78,0.78,0,0,13.85,14.1,4.3,-6.86,367.35,-29.59
"2024-11-14","10:38:00",5982.82,"1 Nov 14 5985 C BTO 8.25 | 1 Nov 14 6015 C STO 0.95",-740,5957.31,"2024-11-14","12:32:00",-95,"Underlying Price Move Down",-650.12,1,854904.36,1220,"R3. Mr. Tea's RIC (No Mondays, no Short Put) - 1 con",3.56,1.56,0.12,0.136,13.85,14.13,4.3,-6.86,4.05,-87.16
"2024-11-14","09:45:00",5974.49,"1 Nov 14 5895 P BTO 0.40",-40,5949.17,"2024-11-14","16:00:00",0,"Expired",-40,1,856568.76,40,"Blackswan hedge",0,0,0,0,14.15,14.06,4.3,-15.19,25,-100
"2024-11-14","09:40:00",5983.57,"1 Nov 14 5980 P BTO 9.65 | 1 Nov 14 5900 P STO 0.30",-945,5946.51,"2024-11-14","15:45:00",-3300,"Exited at Specified Time",2348.48,1,856608.76,1685,"McRib Deluxe - 1 Con",3.26,3.26,0.03,0.002,13.94,14.12,4.3,-6.11,250.26,-32.28
"2024-11-14","09:40:00",5983.57,"1 Nov 14 5990 C BTO 7.80 | 1 Nov 14 6030 C STO 0.40",-750,5953.6,"2024-11-14","12:50:00",-40,"Underlying Price Move Down",-716.52,1,854187.84,1685,"McRib Deluxe - 1 Con",3.26,3.26,0.05,0.167,13.94,14.21,4.3,-6.11,4,-93.33
"2024-11-14","09:35:00",5992.69,"2 Nov 25 5930 P STO 20.30 | 2 Nov 25 6055 C STO 19.00 | 2 Dec 9 5930 P BTO 39.40 | 2 Dec 9 6055 C BTO 43.00",-4320,5880.44,"2024-11-15","10:23:00",-2940,"Above Delta",-2780.48,2,853067.94,8640,"A New 9/23 mod2",14.24,6.24,0.48,0.708,13.82,15.62,4.3,3.01,0,-31.71
"2024-11-14","09:32:00",5990.92,"1 Nov 14 5990 P BTO 10.80 | 1 Nov 14 5990 C BTO 10.60",-2150,5949.17,"2024-11-14","16:00:00",-4083,"Expired",1930.5,1,858499.26,2150,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,13.96,14.06,4.3,1.24,115.81,-25.12
"2024-11-13","15:40:00",5998.21,"1 Nov 14 6000 P STO 13.35 | 1 Nov 14 6040 C STO 1.30 | 1 Nov 18 6000 P BTO 23.60 | 1 Nov 20 6040 C BTO 14.25",-2340,5958.76,"2024-11-14","13:55:00",-875,"Exited at Specified Time",-1475,1,852712.84,2340,"R5. Jeevan Double Calender 20%  - Wed only - 1 con",5,5,0.39,0.82,13.81,14.07,1.76,12.46,0.43,-67.09
"2024-11-13","11:28:00",5994.02,"1 Nov 13 5995 C BTO 6.90 | 1 Nov 13 6075 C BTO 0.05 | 2 Nov 13 6035 C STO 0.25",-650,5985.38,"2024-11-13","16:00:00",0,"Expired",-655,1,854826.98,650,"R2. Jiji ORB Call Butterfly",5,0,0.07,1,14.12,14.06,1.76,8.27,117.69,-100
"2024-11-13","09:45:00",5993.22,"1 Nov 13 5925 P BTO 0.40",-40,5985.38,"2024-11-13","16:00:00",0,"Expired",-40,1,855256.98,40,"Blackswan hedge",0,0,0,0,14.46,14.06,1.76,7.47,262.5,-100
"2024-11-13","09:35:00",5991.91,"2 Nov 22 5925 P STO 21.15 | 2 Nov 22 6060 C STO 19.10 | 2 Dec 6 5925 P BTO 40.20 | 2 Dec 6 6060 C BTO 43.10",-4315,5880.44,"2024-11-15","10:23:00",-2885,"Above Delta",-2880.48,2,850187.46,8630,"A New 9/23 mod2",14.24,6.24,0.48,0.692,14.51,15.62,1.76,6.16,2.78,-32.91
"2024-11-13","09:35:00",5991.91,"1 Nov 13 5970 P STO 3.80 | 1 Nov 13 6015 C STO 2.65 | 1 Nov 13 5945 P BTO 1.05 | 1 Nov 13 6040 C BTO 0.45",475,5985.38,"2024-11-13","16:00:00",0,"Expired",470,1,855296.98,2025,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,4.3,1,14.51,14.06,1.76,6.16,100,-83.16
"2024-11-13","09:33:00",5990.21,"1 Nov 13 5970 P STO 4.35 | 1 Nov 13 5945 P BTO 1.20",300,5985.38,"2024-11-13","16:00:00",0,"Expired",297.5,1,855554.48,2200,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,3.62,1,14.63,14.06,1.76,4.46,100,-178.33
"2024-11-12","09:45:00",6007.37,"1 Nov 12 5930 P BTO 0.35",-35,5983.99,"2024-11-12","16:00:00",0,"Expired",-35,1,854950.08,35,"Blackswan hedge",0,0,0,0,14.83,14.73,2.25,3.77,300,-100
"2024-11-12","09:35:00",6003.92,"1 Nov 12 5980 P STO 3.75 | 1 Nov 12 6025 C STO 2.15 | 1 Nov 12 5955 P BTO 1.35 | 1 Nov 12 6050 C BTO 0.20",415,5983.99,"2024-11-12","16:00:00",0,"Expired",410,1,855360.08,2085,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,3.81,1,14.97,14.73,2.25,0.32,100,-244.58
"2024-11-12","09:32:00",6000.8,"1 Nov 12 5980 P STO 4.20 | 1 Nov 12 5955 P BTO 1.50",255,5983.99,"2024-11-12","16:00:00",0,"Expired",252.5,1,855612.58,2245,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,2.8,1,15.16,14.73,2.25,-2.8,100,-458.82
"2024-11-11","15:05:00",5998.1,"1 Nov 13 5960 P STO 8.00 | 1 Nov 13 6030 C STO 7.95 | 1 Nov 15 5960 P BTO 15.60 | 1 Nov 15 6030 C BTO 17.60",-1728,5986.23,"2024-11-13","14:45:00",-1492,"Exited at Specified Time",-241.2,1,855481.98,1728,"Gabo - DC SPX 2/4 Monday - No VIX",2.6,2.6,0.48,0.029,14.92,13.95,13.32,-10.76,10.24,-14.06
"2024-11-11","13:03:00",5991.52,"1 Nov 18 5980 P STO 29.30 | 1 Nov 18 5970 P BTO 25.70",355,5893.62,"2024-11-18","16:00:00",1000,"Expired",-648.56,1,849622.92,645,"New JonE 42 Delta",3.56,0,1.14,1.132,15.11,15.5,13.32,-17.34,28.17,-247.89
"2024-11-11","10:10:00",6004.4,"1 Nov 13 5985 P STO 15.70 | 1 Nov 13 6075 C STO 2.55 | 1 Nov 15 5985 P BTO 23.55 | 1 Nov 15 6075 C BTO 8.75",-1420,5990.14,"2024-11-13","14:40:00",-1545,"Exited at Specified Time",110.6,1,855723.18,1420,"R7. Gabo - DC SPX Lunes 2/4 VIX 9D",7.2,7.2,0.57,0.138,15.37,13.93,13.32,-4.46,9.86,-27.82
"2024-11-11","09:45:00",6009.25,"1 Nov 11 5935 P BTO 0.40",-40,6001.35,"2024-11-11","16:00:00",0,"Expired",-40,1,854257.58,40,"Blackswan hedge",0,0,0,0,15.53,14.95,13.32,0.39,25,-100
"2024-11-11","09:35:00",6011.32,"2 Nov 20 5950 P STO 21.70 | 2 Nov 20 6075 C STO 19.05 | 2 Dec 4 5950 P BTO 42.60 | 2 Dec 4 6075 C BTO 45.95",-4790,5912.9,"2024-11-15","09:32:00",-3045,"Above Delta",-3510.48,2,855848.42,9580,"A New 9/23 mod2",14.24,6.24,0.46,0.61,15.39,14.64,13.32,2.46,2.4,-36.22
"2024-11-11","09:35:00",6011.32,"1 Nov 11 5990 P STO 3.45 | 1 Nov 11 6030 C STO 2.95 | 1 Nov 11 5965 P BTO 1.10 | 1 Nov 11 6055 C BTO 0.35",475,6001.35,"2024-11-11","16:00:00",0,"Expired",470,1,854727.58,2025,"VIX UP 9:35 Iron Condor 20 DELTA 25 WIDE - Mx GAP Version",5,0,4.41,1,15.39,14.95,13.32,2.46,100,-26.32
"2024-11-11","09:32:00",6016.4,"1 Nov 11 6000 P STO 3.90 | 1 Nov 11 5975 P BTO 1.15",260,6001.35,"2024-11-11","16:00:00",0,"Expired",257.5,1,854985.08,2240,"9. MAD VIX UP 5/40 Opening Put Spread",2.5,0,3.39,1,15.26,14.95,13.32,7.54,100,-342.31
"2024-11-08","14:00:00",6007.07,"1 Nov 8 6000 P STO 2.45 | 1 Nov 8 5960 P BTO 0.20",215,5995.54,"2024-11-08","16:00:00",446,"Expired",-233.5,1,854648.58,3785,"4. MAD Afternoon Bullish PCS 40 wide",2.5,0,12.25,73,15.07,14.92,3.66,30.31,74.42,-195.35
"2024-11-08","11:15:00",5996.14,"2 Nov 8 6020 C STO 0.75 | 1 Nov 8 5990 C BTO 10.30 | 1 Nov 8 6050 C BTO 0.10",-900,5995.54,"2024-11-08","16:00:00",-554,"Expired",-351,1,854297.58,900,"R9. MAD ORB Replacement Bfly",5,0,0.14,0.015,14.72,14.92,3.66,19.38,125,-51.11
"2024-11-08","10:46:00",5992.58,"1 Nov 8 5995 C BTO 6.40 | 1 Nov 8 6075 C BTO 0.05 | 2 Nov 8 6035 C STO 0.25",-600,5995.54,"2024-11-08","16:00:00",-54,"Expired",-551,1,855709.84,600,"R2. Jiji ORB Call Butterfly",5,0,0.08,0.062,14.82,14.92,3.66,15.82,193.33,-91
"2024-11-08","10:02:00",5991.59,"1 Nov 8 5995 C BTO 7.05 | 1 Nov 8 6035 C STO 0.30",-685,5995.54,"2024-11-08","16:00:00",-54,"Expired",-634.26,1,855075.58,1535,"McRib Deluxe - 1 Con",3.26,0,0.04,0.032,14.72,14.92,3.66,14.83,159.12,-92.12
"2024-11-08","10:02:00",5991.59,"1 Nov 8 5990 P BTO 8.80 | 1 Nov 8 5910 P STO 0.30",-860,5993.81,"2024-11-08","15:45:00",-110,"Exited at Specified Time",-756.52,1,856260.84,1535,"McRib Deluxe - 1 Con",3.26,3.26,0.03,0.04,14.72,15.14,3.66,14.83,54.65,-97.09
"2024-11-08","09:45:00",5980.05,"1 Nov 8 5900 P BTO 0.40",-40,5995.54,"2024-11-08","16:00:00",0,"Expired",-40,1,855035.58,40,"Blackswan hedge",0,0,0,0,14.88,14.92,3.66,3.29,0,-100
"2024-11-08","09:32:00",5980.96,"1 Nov 8 5975 P BTO 7.50 | 1 Nov 8 5975 C BTO 14.45",-2205,5995.54,"2024-11-08","16:00:00",-2054,"Expired",-153.5,1,854882.08,2205,"R3. Jeevan  Vix DOWN Straddle $32 Limit Max GAP .9%",2.5,0,0,0,14.79,14.92,3.66,4.2,71.43,-12.7
"2024-11-07","15:00:00",5977.33,"1 Nov 7 5970 P STO 4.30 | 1 Nov 7 5930 P BTO 0.35",385,5973.1,"2024-11-07","16:00:00",0,"Expired",382.5,1,855397.84,3615,"4. MAD Afternoon Bullish PCS 40 wide",2.5,0,12.29,1,15.36,15.2,18.17,30.12,100,-32.47
